jlpt,kanji,kana
2,交じる,まじる
2,増す,ます
2,先ず,まず
2,,まずい
2,,マスク
2,貧しい,まずしい
2,,マスター
2,,ますます
2,混ぜる,まぜる
2,交ぜる,まぜる
2,又,また
2,未だ,まだ
2,,またぐ
2,又は,または
2,街,まち
2,待合室,まちあいしつ
2,待ち合わせる,まちあわせる
2,間違い,まちがい
2,街角,まちかど
2,松,まつ
2,真っ赤,まっか
2,真っ暗,まっくら
2,真っ黒,まっくろ
2,真っ青,まっさお
2,真っ先,まっさき
2,真っ白,まっしろ
2,真っ直ぐ,まっすぐ
2,全く,まったく
2,,マッチ
2,祭,まつり
2,祭る,まつる
2,窓口,まどぐち
2,纏まる,まとまる
2,纏める,まとめる
2,学ぶ,まなぶ
2,真似,まね
2,招く,まねく
2,真似る,まねる
2,,まぶしい
2,,まぶた
2,,マフラー
2,,ママ
2,豆,まめ
2,間も無く,まもなく
2,守る,まもる
2,迷う,まよう
2,,マラソン
2,丸,まる
2,,まるで
2,稀,まれ
2,回す,まわす
2,回り,まわり
2,回り道,まわりみち
2,万一,まんいち
2,満員,まんいん
2,,マンション
2,満足,まんぞく
2,満点,まんてん
2,身,み
2,実,み
2,見上げる,みあげる
2,見送り,みおくり
2,見送る,みおくる
2,見下ろす,みおろす
2,見掛け,みかけ
2,味方,みかた
2,三日月,みかづき
2,見事,みごと
2,岬,みさき
2,,みじめ
2,,ミシン
2,,ミス
2,自ら,みずから
2,水着,みずぎ
2,店屋,みせや
2,味噌,みそ
2,見出し,みだし
2,道順,みちじゅん
2,満ちる,みちる
2,密,みつ
2,見付かる,みつかる
2,見付ける,みつける
2,,みっともない
2,見詰める,みつめる
2,認める,みとめる
2,見直す,みなおす
2,見慣れる,みなれる
2,醜い,みにくい
2,実る,みのる
2,身分,みぶん
2,見本,みほん
2,見舞い,みまい
2,見舞う,みまう
2,未満,みまん
2,土産,みやげ
2,妙,みょう
2,明後日,みょうごにち
2,名字,みょうじ
2,未来,みらい
2,,ミリ
2,魅力,みりょく
2,診る,みる
2,,ミルク
2,民間,みんかん
2,民謡,みんよう
2,向かい,むかい
2,向う,むかう
2,迎え,むかえ
2,向く,むく
2,剥く,むく
2,向ける,むける
2,無限,むげん
2,無視,むし
2,無地,むじ
2,蒸し暑い,むしあつい
2,虫歯,むしば
2,矛盾,むじゅん
2,寧ろ,むしろ
2,蒸す,むす
2,無数,むすう
2,結ぶ,むすぶ
2,無駄,むだ
2,夢中,むちゅう
2,胸,むね
2,紫,むらさき
2,無料,むりょう
2,群れ,むれ
2,芽,め
2,姪,めい
2,明確,めいかく
2,名作,めいさく
2,名刺,めいし
2,名詞,めいし
2,名所,めいしょ
2,命じる,めいじる
2,命ずる,めいずる
2,迷信,めいしん
2,名人,めいじん
2,名物,めいぶつ
2,銘々,めいめい
2,命令,めいれい
2,迷惑,めいわく
2,目上,めうえ
2,,メーター
2,,メートル
2,恵まれる,めぐまれる
2,巡る,めぐる
2,目指す,めざす
2,目覚し,めざまし
2,飯,めし
2,目下,めした
2,目印,めじるし
2,目立つ,めだつ
2,,めちゃくちゃ
2,,めっきり
2,滅多に,めったに
2,,めでたい
2,,メニュー
2,,めまい
2,,メモ
2,目安,めやす
2,面,めん
2,綿,めん
2,免許,めんきょ
2,免税,めんぜい
2,面積,めんせき
2,面接,めんせつ
2,面倒,めんどう
2,面倒臭い,めんどうくさい
2,,メンバー
2,,もう
2,儲かる,もうかる
2,儲ける,もうける
2,申し込む,もうしこむ
2,申し訳,もうしわけ
2,申し訳ない,もうしわけない
2,毛布,もうふ
2,燃える,もえる
2,,モーター
2,木材,もくざい
2,目次,もくじ
2,目的,もくてき
2,目標,もくひょう
2,木曜,もくよう
2,潜る,もぐる
2,,もし
2,文字,もじ
2,,もしかしたら
2,,もしかすると
2,,もしも
2,,もしもし
2,,もたれる
2,,モダン
2,餅,もち
2,持ち上げる,もちあげる
2,用いる,もちいる
2,勿論,もちろん
2,,もったいない
2,,もっと
2,最も,もっとも
2,尤も,もっとも
2,,モデル
2,元,もと
2,基,もと
2,素,もと
2,戻す,もどす
2,基づく,もとづく
2,求める,もとめる
2,元々,もともと
2,者,もの
2,物置,ものおき
2,物音,ものおと
2,物語,ものがたり
2,物語る,ものがたる
2,物事,ものごと
2,物差し,ものさし
2,物凄い,ものすごい
2,,モノレール
2,揉む,もむ
2,燃やす,もやす
2,模様,もよう
2,催し,もよおし
2,貰う,もらう
2,森,もり
2,盛る,もる
2,文句,もんく
2,問答,もんどう
2,,やがて
2,,やかましい
2,夜間,やかん
2,薬缶,やかん
2,役,やく
2,約,やく
2,役者,やくしゃ
2,役所,やくしょ
2,訳す,やくす
2,役人,やくにん
2,薬品,やくひん
2,役目,やくめ
2,役割,やくわり
2,火傷,やけど
2,夜行,やこう
2,矢印,やじるし
2,痩せる,やせる
2,,やたらに
2,家賃,やちん
2,厄介,やっかい
2,薬局,やっきょく
2,,やっつける
2,,やっと
2,宿,やど
2,雇う,やとう
2,家主,やぬし
2,屋根,やね
2,,やはり
2,,やっぱり
2,破く,やぶく
2,破る,やぶる
2,破れる,やぶれる
2,止む,やむ
2,,やむをえない
2,辞める,やめる
2,,やや
2,,やる
2,,やる
2,軟らかい,やわらかい
2,唯一,ゆいいつ
2,遊園地,ゆうえんち
2,夕刊,ゆうかん
2,勇気,ゆうき
2,友好,ゆうこう
2,有効,ゆうこう
2,優秀,ゆうしゅう
2,優勝,ゆうしょう
2,友情,ゆうじょう
2,友人,ゆうじん
2,郵送,ゆうそう
2,夕立,ゆうだち
2,有能,ゆうのう
2,夕日,ゆうひ
2,郵便,ゆうびん
2,夕べ,ゆうべ
2,,ユーモア
2,悠々,ゆうゆう
2,有利,ゆうり
2,有料,ゆうりょう
2,床,ゆか
2,愉快,ゆかい
2,浴衣,ゆかた
2,行方,ゆくえ
2,湯気,ゆげ
2,輸血,ゆけつ
2,譲る,ゆずる
2,輸送,ゆそう
2,豊か,ゆたか
2,油断,ゆだん
2,,ゆっくり
2,,ゆでる
2,輸入,ゆにゅう
2,湯飲み,ゆのみ
2,緩い,ゆるい
2,許す,ゆるす
2,夜明け,よあけ
2,,よいしょ
2,様,よう
2,酔う,よう
2,容易,ようい
2,溶岩,ようがん
2,容器,ようき
2,陽気,ようき
2,要求,ようきゅう
2,用語,ようご
2,要旨,ようし
2,幼児,ようじ
2,用心,ようじん
2,様子,ようす
2,要するに,ようするに
2,容積,ようせき
2,要素,ようそ
2,幼稚,
2,幼稚園,ようちえん
2,要点,ようてん
2,用途,ようと
2,曜日,ようび
2,洋品店,ようひんてん
2,養分,ようぶん
2,羊毛,ようもう
2,漸く,ようやく
2,要領,ようりょう
2,,ヨーロッパ
2,予期,よき
2,,よく
2,欲張り,よくばり
2,余計,よけい
2,横切る,よこぎる
2,,よこす
2,汚す,よごす
2,予算,よさん
2,止す,よす
2,寄せる,よせる
2,余所,よそ
2,予測,よそく
2,四つ角,よつかど
2,,ヨット
2,酔っ払い,よっぱらい
2,夜中,よなか
2,世の中,よのなか
2,予備,よび
2,呼び掛ける,よびかける
2,呼び出す,よびだす
2,余分,よぶん
2,予報,よほう
2,予防,よぼう
2,読み,よみ
2,蘇る,よみがえる
2,嫁,よめ
2,余裕,よゆう
2,,より
2,因る,よる
2,,よると
2,慶び,よろこび
2,喜び,よろこび
2,慶ぶ,よろこぶ
2,宜しい,よろしい
2,,よろしく
2,来,らい
2,,ライター
2,来日,らいにち
2,楽,らく
2,落第,らくだい
2,,ラケット
2,,ラジオ
2,,ラッシュアワー
2,欄,らん
2,,ランチ
2,,ランニング
2,乱暴,らんぼう
2,利益,りえき
2,理科,りか
2,理解,りかい
2,利害,りがい
2,陸,りく
2,利口,りこう
2,離婚,りこん
2,,リズム
2,理想,りそう
2,率,りつ
2,,リットル
2,立派,りっぱ
2,,リボン
2,略す,りゃくす
2,流域,りゅういき
2,留学,りゅうがく
2,流行,りゅうこう
2,量,りょう
2,寮,りょう
2,両替,りょうがえ
2,両側,りょうがわ
2,料金,りょうきん
2,漁師,りょうし
2,領事,りょうじ
2,領収,りょうしゅう
2,臨時,りんじ
2,留守番,るすばん
2,例,れい
2,礼,れい
2,例外,れいがい
2,礼儀,れいぎ
2,冷静,れいせい
2,零点,れいてん
2,冷凍,れいとう
2,冷房,れいぼう
2,,レインコート
2,,レクリェーション
2,,レコード
2,,レジャー
2,,レストラン
2,列,れつ
2,列車,れっしゃ
2,列島,れっとう
2,,レベル
2,,レポート
2,,リポート
2,煉瓦,れんが
2,連合,れんごう
2,,レンズ
2,連想,れんそう
2,連続,れんぞく
2,廊下,ろうか
2,老人,ろうじん
2,蝋燭,ろうそく
2,労働,ろうどう
2,,ローマじ
2,録音,ろくおん
2,,ロケット
2,,ロッカー
2,,ロビー
2,論じる,ろんじる
2,論ずる,ろんずる
2,論争,ろんそう
2,論文,ろんぶん
2,輪,わ
2,,ワイシャツ
2,,ワイン
2,和英,わえい
2,,わがまま
2,別れ,わかれ
2,分かれる,わかれる
2,若々しい,わかわかしい
2,脇,わき
2,湧く,わく
2,分ける,わける
2,,わざと
2,僅か,わずか
2,話題,わだい
2,詫びる,わびる
2,和服,わふく
2,笑い,わらい
2,,わりあいに
2,割算,わりざん
2,割と,わりと
2,割引,わりびき
2,割る,わる
2,悪口,わるくち
2,我々,われわれ
2,湾,わん
2,椀,わん
2,碗,わん
2,,ワンピース
1,亜,あ
1,愛想,あいそう
1,間柄,あいだがら
1,合間,あいま
1,敢えて,あえて
1,仰ぐ,あおぐ
1,垢,あか
1,赤字,あかじ
1,明かす,あかす
1,赤らむ,あからむ
1,上がり,あがり
1,諦め,あきらめ
1,悪,あく
1,,アクセル
1,,あくどい
1,顎,あご
1,憧れ,あこがれ
1,麻,あさ
1,,あざ
1,,あさましい
1,欺く,あざむく
1,鮮やか,あざやか
1,,あざわらう
1,,あしからず
1,味わい,あじわい
1,焦る,あせる
1,,あせる
1,値する,あたいする
1,当り,あたり
1,悪化,あっか
1,扱い,あつかい
1,,あっけない
1,,あっさり
1,斡旋,あっせん
1,圧倒,あっとう
1,圧迫,あっぱく
1,,アップ
1,,あつらえる
1,圧力,あつりょく
1,当て,あて
1,当て字,あてじ
1,宛てる,あてる
1,跡継ぎ,あとつぎ
1,後回し,あとまわし
1,油絵,あぶらえ
1,,アプローチ
1,,あべこべ
1,甘える,あまえる
1,雨具,あまぐ
1,甘口,あまくち
1,,アマチュア
1,網,あみ
1,操る,あやつる
1,危ぶむ,あやぶむ
1,,あやふや
1,過ち,あやまち
1,誤る,あやまる
1,歩み,あゆみ
1,歩む,あゆむ
1,予め,あらかじめ
1,荒らす,あらす
1,争い,あらそい
1,改まる,あらたまる
1,荒っぽい,あらっぽい
1,,アラブ
1,霰,あられ
1,有様,ありさま
1,,ありのまま
1,,ありふれる
1,,アルカリ
1,,アルコール
1,,アルミ
1,,アワー
1,合わす,あわす
1,,アンケート
1,,アンコール
1,暗殺,あんさつ
1,暗算,あんざん
1,暗示,あんじ
1,案じる,あんじる
1,安静,あんせい
1,,あんのじょう
1,異,い
1,意,い
1,,いいかげん
1,言い訳,いいわけ
1,医院,いいん
1,,イェス
1,家出,いえで
1,生かす,いかす
1,,いかに
1,,いかにも
1,怒り,いかり
1,粋,いき
1,異議,いぎ
1,生き甲斐,いきがい
1,行き違い,いきちがい
1,意気込む,いきごむ
1,育成,いくせい
1,幾多,いくた
1,,いける
1,異見,いけん
1,意向,いこう
1,移行,いこう
1,,いざ
1,意地,いじ
1,移住,いじゅう
1,衣装,いしょう
1,,いじる
1,異性,いせい
1,遺跡,いせき
1,依然,いぜん
1,依存,いぞん
1,委託,いたく
1,,いただき
1,,いたって
1,傷める,いためる
1,炒める,いためる
1,,いたわる
1,一概に,いちがいに
1,著しい,いちじるしい
1,一同,いちどう
1,一部分,いちぶぶん
1,一別,いちべつ
1,一面,いちめん
1,一目,いちもく
1,一様,いちよう
1,一律,いちりつ
1,一連,いちれん
1,一括,いっかつ
1,一気,いっき
1,一挙に,いっきょに
1,一見,いっけん
1,一切,いっさい
1,一心,いっしん
1,,いっそ
1,一帯,いったい
1,一変,いっぺん
1,意図,いと
1,異動,いどう
1,営む,いとなむ
1,挑む,いどむ
1,稲光,いなびかり
1,祈り,いのり
1,,いびき
1,,いまさら
1,移民,いみん
1,,いやいや
1,卑しい,いやしい
1,,いやに
1,,いやらしい
1,意欲,いよく
1,衣料,いりょう
1,威力,いりょく
1,衣類,いるい
1,異論,いろん
1,印鑑,いんかん
1,陰気,いんき
1,隠居,いんきょ
1,,インターチェンジ
1,,インターナショナル
1,,インターフォン
1,,インテリ
1,,インフォメーション
1,,インフレ
1,受かる,うかる
1,受け入れ,うけいれ
1,受け入れる,うけいれる
1,受け継ぐ,うけつぐ
1,受け付ける,うけつける
1,受け止める,うけとめる
1,受身,うけみ
1,受持ち,うけもち
1,動き,うごき
1,渦,うず
1,嘘つき,うそつき
1,転寝,うたたね
1,打ち明ける,うちあける
1,打ち切る,うちきる
1,打ち消し,うちけし
1,打ち込む,うちこむ
1,団扇,うちわ
1,内訳,うちわけ
1,写し,うつし
1,訴え,うったえ
1,,うっとうしい
1,,うつむく
1,空ろ,うつろ
1,器,うつわ
1,腕前,うでまえ
1,雨天,うてん
1,促す,うながす
1,,うぬぼれ
1,,うまれつき
1,埋まる,うまる
1,産む,うむ
1,埋め込む,うめこむ
1,梅干し,うめぼし
1,裏返し,うらがえし
1,売り出し,うりだし
1,売り出す,うりだす
1,潤う,うるおう
1,浮気,うわき
1,上回る,うわまわる
1,植わる,うわる
1,運営,うんえい
1,,うんざり
1,運送,うんそう
1,運賃,うんちん
1,云々,うんぬん
1,運搬,うんぱん
1,運命,うんめい
1,運輸,うんゆ
1,運用,うんよう
1,,エアメール
1,英字,えいじ
1,映写,えいしゃ
1,映像,えいぞう
1,英雄,えいゆう
1,液,えき
1,閲覧,えつらん
1,獲物,えもの
1,襟,えり
1,,エレガント
1,円滑,えんかつ
1,縁側,えんがわ
1,沿岸,えんがん
1,婉曲,えんきょく
1,演出,えんしゅつ
1,,エンジニア
1,演じる,えんじる
1,演ずる,えんずる
1,沿線,えんせん
1,縁談,えんだん
1,遠方,えんぽう
1,円満,えんまん
1,尾,お
1,追い込む,おいこむ
1,追い出す,おいだす
1,於いて,おいて
1,老いる,おいる
1,負う,おう
1,応急,おうきゅう
1,黄金,おうごん
1,往診,おうしん
1,応募,おうぼ
1,,おおい
1,大方,おおかた
1,大柄,おおがら
1,,オーケー
1,,おおげさ
1,大筋,おおすじ
1,大空,おおぞら
1,,オートマチック
1,,オープン
1,,オーバー
1,大幅,おおはば
1,,おおまかな
1,大水,おおみず
1,公,おおやけ
1,犯す,おかす
1,侵す,おかす
1,臆病,おくびょう
1,遅らす,おくらす
1,遅れ,おくれ
1,厳か,おごそか
1,行い,おこない
1,,おごる
1,収まる,おさまる
1,納まる,おさまる
1,治まる,おさまる
1,お産,おさん
1,教え,おしえ
1,押し切る,おしきる
1,押し込む,おしこむ
1,惜しむ,おしむ
1,押し寄せる,おしよせる
1,雄,おす
1,御世辞,おせじ
1,襲う,おそう
1,遅くとも,おそくとも
1,恐れ,おそれ
1,恐れ入る,おそれいる
1,,おだてる
1,落ち込む,おちこむ
1,落ち着き,おちつき
1,落葉,おちば
1,乙,おつ
1,お使い,おつかい
1,,おっかない
1,お手上げ,おてあげ
1,,おどおど
1,,おどす
1,訪れる,おとずれる
1,お供,おとも
1,衰える,おとろえる
1,驚き,おどろき
1,同い年,おないどし
1,自ずから,おのずから
1,怯える,おびえる
1,,おびただしい
1,脅かす,おびやかす
1,帯びる,おびる
1,お母,おふくろ
1,覚え,おぼえ
1,,おまけ
1,お宮,おみや
1,,おむつ
1,思い付き,おもいつき
1,趣,おもむき
1,赴く,おもむく
1,重んじる,おもんじる
1,重んずる,おもんずる
1,親父,おやじ
1,及び,および
1,及ぶ,およぶ
1,折,おり
1,檻,おり
1,,オリエンテーション
1,折り返す,おりかえす
1,織物,おりもの
1,織る,おる
1,俺,おれ
1,愚か,おろか
1,,おろそか
1,,おんぶ
1,,オンライン
1,温和,おんわ
1,,カーペット
1,改悪,かいあく
1,海運,かいうん
1,外貨,がいか
1,改革,かいかく
1,貝殻,かいがら
1,外観,がいかん
1,階級,かいきゅう
1,海峡,かいきょう
1,会見,かいけん
1,介護,かいご
1,開催,かいさい
1,回収,かいしゅう
1,改修,かいしゅう
1,怪獣,かいじゅう
1,解除,かいじょ
1,外相,がいしょう
1,害する,がいする
1,概説,がいせつ
1,回送,かいそう
1,階層,かいそう
1,開拓,かいたく
1,会談,かいだん
1,改定,かいてい
1,改訂,かいてい
1,,ガイド
1,街道,かいどう
1,該当,がいとう
1,街頭,がいとう
1,,ガイドブック
1,介入,かいにゅう
1,概念,がいねん
1,開発,かいはつ
1,海抜,かいばつ
1,介抱,かいほう
1,解剖,かいぼう
1,外来,がいらい
1,回覧,かいらん
1,概略,がいりゃく
1,海流,かいりゅう
1,改良,かいりょう
1,回路,かいろ
1,海路,かいろ
1,省みる,かえりみる
1,顧みる,かえりみる
1,顔付き,かおつき
1,課外,かがい
1,掲げる,かかげる
1,,かかと
1,書き取る,かきとる
1,掻き回す,かきまわす
1,欠く,かく
1,核,かく
1,格,かく
1,,かく
1,学芸,がくげい
1,格差,かくさ
1,拡散,かくさん
1,学士,がくし
1,各種,かくしゅ
1,隔週,かくしゅう
1,確信,かくしん
1,革新,かくしん
1,学説,がくせつ
1,確定,かくてい
1,,カクテル
1,獲得,かくとく
1,楽譜,がくふ
1,確保,かくほ
1,革命,かくめい
1,確立,かくりつ
1,学歴,がくれき
1,賭,かけ
1,崖,がけ
1,駆け足,かけあし
1,家計,かけい
1,,かけっこ
1,駆ける,かける
1,賭ける,かける
1,加工,かこう
1,化合,かごう
1,,かさばる
1,,かさむ
1,箇条書,かじょうがき
1,微か,かすか
1,霞む,かすむ
1,火星,かせい
1,化石,かせき
1,河川,かせん
1,化繊,かせん
1,過疎,かそ
1,課題,かだい
1,片言,かたこと
1,片付け,かたづけ
1,傾ける,かたむける
1,固める,かためる
1,傍ら,かたわら
1,花壇,かだん
1,家畜,かちく
1,且つ,かつ
1,画期,かっき
1,,がっくり
1,合唱,がっしょう
1,,がっしり
1,合致,がっち
1,,がっちり
1,,かつて
1,勝手,かって
1,,カット
1,活発,かっぱつ
1,,カップ
1,合併,がっぺい
1,,カテゴリー
1,叶う,かなう
1,叶える,かなえる
1,金槌,かなづち
1,,かなわない
1,加入,かにゅう
1,予て,かねて
1,庇う,かばう
1,株式,かぶしき
1,,かぶれる
1,花粉,かふん
1,貨幣,かへい
1,構える,かまえる
1,加味,かみ
1,過密,かみつ
1,噛み切る,かみきる
1,,カムバック
1,,カメラマン
1,粥,かゆ
1,体付き,からだつき
1,絡む,からむ
1,借り,かり
1,狩り,かり
1,,かりに
1,,カルテ
1,,カレー
1,,ガレージ
1,過労,かろう
1,,かろうじて
1,交す,かわす
1,代る代る,かわるがわる
1,官,かん
1,癌,がん
1,簡易,かんい
1,灌漑,かんがい
1,眼科,がんか
1,眼球,がんきゅう
1,玩具,がんぐ
1,簡潔,かんけつ
1,還元,かんげん
1,看護,かんご
1,漢語,かんご
1,頑固,がんこ
1,刊行,かんこう
1,慣行,かんこう
1,勧告,かんこく
1,換算,かんさん
1,監視,かんし
1,慣習,かんしゅう
1,観衆,かんしゅう
1,願書,がんしょ
1,干渉,かんしょう
1,頑丈,がんじょう
1,感触,かんしょく
1,肝心,かんじん
1,肝腎,かんじん
1,歓声,かんせい
1,関税,かんぜい
1,岩石,がんせき
1,感染,かんせん
1,幹線,かんせん
1,簡素,かんそ
1,観点,かんてん
1,感度,かんど
1,,カンニング
1,元年,がんねん
1,幹部,かんぶ
1,完ぺき,かんぺき
1,勘弁,かんべん
1,感無量,かんむりょう
1,勧誘,かんゆう
1,関与,かんよ
1,寛容,かんよう
1,元来,がんらい
1,観覧,かんらん
1,官僚,かんりょう
1,慣例,かんれい
1,還暦,かんれき
1,貫禄,かんろく
1,緩和,かんわ
1,議案,ぎあん
1,危害,きがい
1,企画,きかく
1,規格,きかく
1,着飾る,きかざる
1,気兼ね,きがね
1,気軽,きがる
1,器官,きかん
1,季刊,きかん
1,危機,きき
1,聞き取り,ききとり
1,効き目,ききめ
1,帰京,ききょう
1,戯曲,ぎきょく
1,基金,ききん
1,喜劇,きげき
1,議決,ぎけつ
1,棄権,きけん
1,起源,きげん
1,機構,きこう
1,既婚,きこん
1,気障,きざ
1,記載,きさい
1,兆,きざし
1,気質,きしつ
1,期日,きじつ
1,,きしむ
1,議事堂,ぎじどう
1,記述,きじゅつ
1,気象,きしょう
1,築く,きずく
1,傷付く,きずつく
1,傷付ける,きずつける
1,規制,きせい
1,犠牲,ぎせい
1,汽船,きせん
1,寄贈,きぞう
1,偽造,ぎぞう
1,貴族,きぞく
1,議題,ぎだい
1,鍛える,きたえる
1,気立,きだて
1,,きちっと
1,几帳面,きちょうめん
1,,きっかり
1,,きっちり
1,,きっぱり
1,規定,きてい
1,起点,きてん
1,軌道,きどう
1,技能,ぎのう
1,規範,きはん
1,気品,きひん
1,気風,きふう
1,起伏,きふく
1,規模,きぼ
1,,きまぐれ
1,生真面目,きまじめ
1,,きまつ
1,,きまりわるい
1,記名,きめい
1,規約,きやく
1,脚色,きゃくしょく
1,逆転,ぎゃくてん
1,脚本,きゃくほん
1,華奢,きゃしゃ
1,客観,きゃっかん
1,,キャッチ
1,,キャリア
1,救援,きゅうえん
1,休学,きゅうがく
1,究極,きゅうきょく
1,窮屈,きゅうくつ
1,球根,きゅうこん
1,救済,きゅうさい
1,給仕,きゅうじ
1,給食,きゅうしょく
1,休戦,きゅうせん
1,宮殿,きゅうでん
1,旧知,きゅうち
1,窮乏,きゅうぼう
1,丘陵,きゅうりょう
1,寄与,きよ
1,強,きょう
1,驚異,きょうい
1,教科,きょうか
1,協会,きょうかい
1,共学,きょうがく
1,共感,きょうかん
1,協議,きょうぎ
1,境遇,きょうぐう
1,教訓,きょうくん
1,強行,きょうこう
1,強硬,きょうこう
1,教材,きょうざい
1,凶作,きょうさく
1,業者,ぎょうしゃ
1,享受,きょうじゅ
1,教習,きょうしゅう
1,郷愁,きょうしゅう
1,教職,きょうしょく
1,興じる,きょうじる
1,強制,きょうせい
1,行政,ぎょうせい
1,業績,ぎょうせき
1,共存,きょうぞん
1,協調,きょうちょう
1,協定,きょうてい
1,郷土,きょうど
1,脅迫,きょうはく
1,業務,ぎょうむ
1,共鳴,きょうめい
1,郷里,きょうり
1,強烈,きょうれつ
1,共和,きょうわ
1,局限,きょくげん
1,極端,きょくたん
1,居住,きょじゅう
1,拒絶,きょぜつ
1,漁船,ぎょせん
1,漁村,ぎょそん
1,拒否,きょひ
1,許容,きょよう
1,清らか,きよらか
1,,きらびやか
1,切り,きり
1,義理,ぎり
1,切替,きりかえ
1,気流,きりゅう
1,切れ目,きれめ
1,疑惑,ぎわく
1,極めて,きわめて
1,菌,きん
1,近眼,きんがん
